month,avg_price_real,avg_price_advertised,median_price_real,pct_on_discount,pct_discount_over_90d,median_discount_depth,creators_tracked,creators_scored
2026-07,8.53,13.09,6.66,0.5142,0.5890,0.5000,400,400
